Title,rate,Year,certificate,genre,rate,story,director,votes count
Tank Bomber,613.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Howard Hogan
                 | 
    Star:
Marc Pinsky
    ",
Jack Move,614.,(2022 Video Game),,"
Sci-Fi            ",,"
        Add a Plot
","
    Director:
Edd Parris
    ",
Snow Scout,615.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Kalle Max Hofmann
                 | 
    Stars:
Kimberly Krall, 
Kalle Max Hofmann
    ",
Jolly 5: The Sequel to the Ending,616.,(2022 Video Game),,"
Horror            ",,"
Jolly 5: The Sequel To The Ending Is a free roam and point-and-click horror game Inspired By Five Night's At Freddys.","
    Director:
Henry N. Balomizo
                 | 
    Stars:
Ross K. Foad, 
Orion Mickens, 
Meg The Lovable Dork, 
Henry N. Balomizo
    ",
Black Death: A Tragic Dirge,617.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Baris Tarimcioglu
                 | 
    Star:
Matt Patterson
    ",
What They Don't Sea,618.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
The Kobolds Left Behind,619.,(2022 Video Game),,"
Fantasy, Adventure            ",,"
Their dragons left them behind. With no chance of survival, three abandoned kobolds await the end. This is the story of their final day, when a treasure hunter stumbles upon the kobolds.","
    Director:
Robby Zinchak
                 | 
    Stars:
Erin Nicole Lundquist, 
Nick Eriksen, 
Katlyn Dannes, 
Nina Nikolic
    ",
Kiki kaikai: Kuromanto no nazo,620.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Ariokan,621.,(2022 Video Game),,,,"
The endless online card game where players can create their own cards.","
    ",
Game-O-Holic's Adventure to Gamestop,622.,(2022 Video Game),,,,"
The Game-O-Holic is on his way to trade in some games to Gamestop, but he must have made a wrong turn in Albuquerque because angry aliens are after him.","
            
    Star:
Justin Loggia
    ",
Eat Spajeje,623.,(2022 Video Game),,"
Comedy            ",,"
        Add a Plot
","
    Director:
Anthony V
                 | 
    Star:
Anthony V
    ",
Grub's Up,624.,(2022 Video Game),,"
Adventure            ",,"
Search underwater caves for tasty Aquadillo grubs.","
    Director:
James Smart
    ",
Chimeraland,625.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Stars:
Jack Dillon, 
D.C. Douglas, 
Stephanie Komure, 
Anjali Kunapaneni
    ",
M.U.: Broken Tethers,626.,(2022 Video Game),,"
Drama            ",,"
        Add a Plot
","
    ",
A Fungus in My Garden,627.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
            
    Star:
Beau Marie
    ",
World of Mechs,628.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
            
    Star:
Lindsey Vega
    ",
Gangs of India,629.,(2022 Video Game),,"
Action, Adventure            ",,"
        Add a Plot
","
    Directors:
Shivam Rajawat, 
Gurwel Singh
    ",
Cultivating Happiness,630.,(2022 Video Game),,"
Comedy, Horror            ",,"
The sentient commercial tries to lure you to a place where there is pure bliss.","
    ",
Time Detectives: The Mystery of the Mary Rose,631.,(2022 Video Game),,"
History, Mystery            ",,"
Time Detectives is a first of its kind multi-sensory augmented reality game that turns players into time-travelling detectives tasked with solving the mystery of the sinking of Henry VIII's most famous warship, the Mary Rose.","
    Director:
Charlotte Mikkelborg
                 | 
    Stars:
Michael Ansley, 
James Ashton, 
Vincenzo De Jonghe, 
Phil Deguara
    ",
Behind a Wall,632.,(2022 Video Game),Not Rated,"
Drama            ",,"
        Add a Plot
","
    Director:
Cory Mason
                 | 
    Star:
Tai Lyles
    ",
Resurgence,633.,(2022 Video Game),,"
Fantasy            ",,"
        Add a Plot
","
    Director:
Christopher Benningwood
    ",
Solar Echoes: The Star Legation,634.,(2022 Video Game),,"
Sci-Fi            ",,"
Solar Echoes: The Star Legation is a choice-driven Sci-Fi Visual Novel game with RPG elements. Journey through space to gather and manage an alien crew, visit new worlds, negotiate with ...                See full summary »
","
    Director:
Andy Mitchell
                 | 
    Stars:
Josh Portillo, 
Katie Otten, 
Sayaka Mashiro
    ",
Guest Streamer Katy Montgomerie Plays Pokemon Crystal Roulette! Randomise Them Pokemon!,635.,(2022 Video Game),,"
Game-Show            ",,"
        Add a Plot
","
            
    Star:
Katy Montgomerie
    ",
Find My Mind,636.,(2022 Video Game),,"
Short, Horror, Sci-Fi            ",,"
        Add a Plot
","
    ",
The Spirit & the Mouse,637.,(2022 Video Game),,"
Fantasy            ",,"
        Add a Plot
","
    ",
DatingForward (The Crib),638.,(2022 Video Game),,,,"
You help Diarra decide whether to spend a fun Friday night with her girls or a romantic evening with her boyfriend. If she hangs out with the ladies, you might end up at The Club. If she ...                See full summary »
","
    Director:
Medrine Nyambura
                 | 
    Stars:
Lexie Tillery, 
Austin Vega, 
Megan Westervelt, 
Jake Haire
    ",
Salvation,639.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Stars:
Rita Amparita, 
Josh Musser
    ",
Her Jentle Hi-ness,640.,(2022 Video Game),,"
Comedy            ",,"
A jealous queen has banned the letter G after being cheated on and abandoned by her consort King George. Will you be fast enough to keep up with the linguistic gymnastics and whims of the mad queen?","
    Director:
Claire Ahuriri-Dunning
                 | 
    Stars:
Claire Ahuriri-Dunning, 
James Dunning, 
Tom Tobin, 
Lauren Wilson
    ",
The Guild 3,641.,(2022 Video Game),T,,,"
        Add a Plot
","
    ",
Ib,642.,(2022 Video Game),,"
Adventure, Fantasy, Horror            ",,"
A young girl named Ib visits an art gallery with her parents, While perusing the various works of art, Ib suddenly realizes that she is alone, As she searches for someone, anyone.. the museum begins to change..","
    Director:
Kouri
    ",
Clash of Clans Party Champion Trailer,643.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
MechWarrior 5: Mercenaries - Call to Arms,644.,(2022 Video Game),,"
Sci-Fi            ",,"
Join up with the Independent People of Skye to capture the Lyran Commonwealth's newest BattleMech, the Hatchetman, in a five mission quest line.","
            
    Star:
Chris Voltsis
    ",
Chip & Chop,645.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Trombone Champ,646.,(2022 Video Game),,"
Music            ",,"
        Add a Plot
","
    ",
JR East Train Simulator,647.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Lunistice,648.,(2022 Video Game),E,"
Action, Adventure, Fantasy            ",,"
Lunistice is a 3D Platformer created with simple and fun gameplay and a cute PS1/SEGA Saturn inspired artstyle in mind. Take the role of Hana the Tanuki and jump and fight through her dreams.","
            
    Star:
John McCann
    ",
Earth Defense Force 6,649.,(2022 Video Game),,"
Action, Sci-Fi            ",,"
        Add a Plot
","
    ",
Sûpâ Nodagê world,650.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Exodus: Rising,651.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Star:
Rich Keeble
    ",
Immortal Clash,652.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Stars:
Reece Bridger, 
Justin Cabanting, 
Nola Klop, 
P.M. Seymour
    ",
KAPIA,653.,(2022 Video Game),,"
Animation, Adventure, Mystery            ",,"
Help Stefan and Reny solve the mystery of an intelligent infection that forced people to live under a protective dome KAPIA.","
    Directors:
Pavel Antonov, 
Anna Mimik Antonova
                 | 
    Stars:
James Irwin, 
Sarah E. Taylor, 
Neil Weightman, 
Simon Hill
    ",
Bloodline: Heroes of Lithas,654.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",,"
        Add a Plot
","
            
    Star:
Samuel Drake
    ",
Mouse & Crane,655.,(2022 Video Game),,"
Game-Show            ",,"
Operating in the magical North harbour are two good friends: Mouse and Crane. Ever in search for cool new, almost sacred, tools for their shared toolbox. The harbour is populated by strange...                See full summary »
","
    Director:
Trine Laier
    ",
Jonny Carlson: Chapter 1,656.,(2022 Video Game),,"
Action            ",,"
You are Jonny Carlson. You're a man with a number of astonishing superpowers and super-technology, including the ability to cross over into alternate universes.","
            
    Stars:
Louis Badalament, 
Voiceofdante, 
Jake Johnston, 
Katie Marie
    ",
Rotten Apple - New York Fallen,657.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    Director:
Simon Graf
                 | 
    Star:
Andrew Hill
    ",
Demon Quest '85,658.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Alex Ashby
    ",
Egg Factory,659.,(2022 Video Game),,"
Horror            ",,"
Working in the Egg Factory is hard, especially with a mad chicken monster harassing you every step of the way.","
    Director:
Blue Officer
                 | 
    Star:
Ross K. Foad
    ",
Abeyance,660.,(2022 Video Game),,"
Sci-Fi            ",,"
In a scorched world devastated by a decades-long interstellar war, Ezra has been recruited by the all-powerful Recovery Syndicate to salvage items from abandoned spaceships and military bases.","
    Director:
Simone Odoardi
                 | 
    Stars:
Vera-Linn Lanängen, 
Jade Asha, 
Mike Ciporkin, 
Rich Daigle
    ",
Game Play of Yefri Zuñiga,661.,(2022 Video Game),,"
Game-Show            ",,"
YEFRI ZUÑIGA is a game of the Colombian rapper and student who at an early age began to dream of his university studies and music.","
    Directors:
Luis Fernando Díaz Zuñiga, 
Niño Zuñiga
                 | 
    Stars:
Juegos, 
Luis Fernando Díaz Zuñiga, 
Niño Zuñiga, 
Yefri Zuñiga
    ",
Alien Removal Division,662.,(2022 Video Game),,"
Action            ",,"
The invasion has started, the secret military research facility has fallen; leaving only chaos. As the only survivor, you must fight your way out of the military base against a horde of ...                See full summary »
","
    Director:
Andrei Olenic
                 | 
    Stars:
Jeran Ugokwe, 
Andrei Olenic, 
Diana Calistru
    ",
Deathloop Xbox,663.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Star:
Jason E. Kelley
    ",
Frogun,664.,(2022 Video Game),E,"
Action, Adventure, Fantasy            ",,"
Join Renata as she adventures across a world of mystical ruins with the titular FROGUN. Frogun is an old-school platformer with the soul of the PS1/N64 era, in which your frog-shaped grappling hook is a your best friend.","
    Director:
Raúl Martínez Garrido
    ",
Bob: A thousand lives,665.,(2022 Video Game),,"
Action            ",,"
""Lost is not a place, it's a soul in paralysis waiting to feel moved.""","
    Director:
Csaba Putnai
    ",
Loopers,666.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Everglades Adventure,667.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Vale City Arcade,668.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
Narukami
    ",
Josh Journey: Darkness Totems,669.,(2022 Video Game),,"
Adventure            ",,"
Josh Journey: Darkness Totems is a hand-drawn beat'em up game about four brave heroes, that use their skills to defeat the Nightmare Monsters using special combo attacks in a co-op gameplay.","
    ",
Oceans,670.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Scott Rencher
    ",
Ikonei Island: An Earthlock Adventure,671.,(2022 Video Game),,"
Adventure            ",,"
Explore a diverse island, from dense jungles to snowy peaks. Harvest resources, craft gear to keep monsters at bay. Sneak into pirate camps to free captured creatures, who will become powerful allies.","
    Directors:
Erling Hoff Martiniussen, 
Bendik Stang
    ",
Despondent,672.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    Director:
Daniel Brown
                 | 
    Stars:
Allanah Fitzgerald, 
Devante Johnson
    ",
Havenless - Otome Story Game,673.,(2022 Video Game),T,"
Romance            ",,"
        Add a Plot
","
    ",
Palworld,674.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
V.R.I.P.,675.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Heroes Prophecy,676.,(2022 Video Game),T,"
Action            ",,"
        Add a Plot
","
    ",
BREU: Shadow Hunt,677.,(2022 Video Game),,,,"
Marco, a young and skilled blind man, decides to search for his grandfather after several days without news about him.","
            
    Stars:
Bart Flynn, 
Lani Minella, 
Tim Simmons
    ",
A Place for Rest,678.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    ",
Fullmetal Alchemist Mobile,679.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
The Last Sun,680.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Spooky Halloween in the Voxel World,681.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",,"
""Welcome to the Voxel World. Halloween is about to begin and you are excited for your adventure. But remember, in this period, Voxel World is a dangerous place... Hunting season has begun. ...                See full summary »
","
    Director:
Paulo Sacilotti Junior
    ",
Laser Cleaning Soot from Fire Damage,682.,(2022 Video Game),,"
Documentary            ",,"
Kevin Harrison demonstrates the use of laser cleaners to remove soot and grime from fire damage to exterior and interior walls, enabling the home owners to return to residence after disaster.","
            
    Star:
Kevin Harrison
    ",
Your Lucky Charm,683.,(2022 Video Game),,"
Romance            ",,"
Your Lucky Charm is a slice-of-life dating sim about the power of community.","
    Director:
Noa S
                 | 
    Stars:
Jett Barker, 
Meg The Lovable Dork, 
Meredith Nudo, 
Rachel Schumacher
    ",
Recursive Ruin,684.,(2022 Video Game),,"
Adventure            ",,"
A game in which an artist comes to terms with their grief. Explore an infinitely recursive world of strange fractal beauty and solve mind-bending puzzles. Confront the ineffable and chat with your cat in a search for meaning and hope.","
    Directors:
Chad McKinney, 
Curtis McKinney
                 | 
    Stars:
Lester Clark, 
James Roland Freer, 
Paul E. Kandarian, 
Skip Kelly
    ",
Flash Kat,685.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Michael Das
                 | 
    Star:
Kim Olsen Tubek
    ",
Voice of Cards: The Forsaken Maiden,686.,(2022 Video Game),,"
Adventure            ",,"
Voice of Cards: The Forsaken Maiden is set on a remote chain of islands that have been protected by the maidens for generations, but which now face destruction.","
    Directors:
Maasa Mimura, 
Yoko Taro
                 | 
    Stars:
Show Hayami, 
Mark Atherlay
    ",
Dariche Asemani,687.,(2022 Video Game),,"
Musical            ",,"
An entertaining mobile app suitable for all ages, where you can easily listen to all kinds of prayers, pilgrimages, eulogies and lamentations. Available for children and a beautiful and simple environment.","
    ",
Cat Cafe Manager,688.,(2022 Video Game),,"
Fantasy            ",,"
        Add a Plot
","
    ",
Supraland: Six Inches Under,689.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
The Tarnishing of Juxtia,690.,(2022 Video Game),,"
Action            ",,"
As the final creation of the Goddess, Juxtia, journey through the ruins of two divine kingdoms, overrun by the Tarnishing. Challenging combat, a hauntingly beautiful score, and a sinister ...                See full summary »
","
    ",
NHRA: Speed for All,691.,(2022 Video Game),,"
Sport            ",,"
        Add a Plot
","
    Directors:
Gillian Brashear, 
Randall Ryan
                 | 
    Star:
Brian Lohnes
    ",
Coloron - Lets Match Colors,692.,(2022 Video Game),,"
Action            ",,"
Coloron is a game where you must pay attention to the color of the ball since the color of the ball changes after every jump and you have to match with bar. See the ball color and tap on ...                See full summary »
","
            
    Star:
Prathmesh Yelne
    ",
Minecraft x Burberry: Freedom to Go Beyond,693.,(2022 Video Game),,"
Adventure            ",,"
Become the hero by restoring balance to the world in this epic collaboration between Burberry and Minecraft. The Nexus is causing chaos to four once harmonious realms. Solve puzzles, find ...                See full summary »
","
    Director:
Alex Bellavita
    ",
PC Building Simulator 2,694.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Broken Edge,695.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Blossom Tales II: The Minotaur Prince,696.,(2022 Video Game),E,"
Action, Adventure, Fantasy            ",,"
The Minotaur King has returned.. and it's all your fault. Lily's back for a new ""classic"" action-adventure set hundreds of years after The Sleeping King.","
    ",
Star Hunter DX,697.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Dan Reaney
    ",
Spacer,698.,(2022 Video Game),,"
Sci-Fi            ",,"
        Add a Plot
","
    Director:
David Balogh
    ",
Speak with Jack,699.,(2022 Video Game),,"
Animation, Family            ",,"
Jack is a ten-year-old British boy, who brings language learning to life in a series of interactive animated videos.","
    Directors:
Jonathan Jacobson, 
Jonathan Schneider
                 | 
    Stars:
Emma Fletcher, 
Rachel
    ",
Little Noah: Scion of Paradise,700.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Run from UR Problems,701.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    ",
Killing Kiss: BL Dating Otome,702.,(2022 Video Game),T,"
Romance            ",,"
        Add a Plot
","
    ",
Midnight Ghost Hunt,703.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
Samuel Malone
                 | 
    Stars:
Paul Cartwright, 
Alix Martin
    ",
Shining Heroes,704.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    ",
Hakusura no doukutsu,705.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Cacao
    ",
BangBang PewPew,706.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Tyler Fric
    ",
Samurai Slaughter House,707.,(2022 Video Game),,"
Action, Adventure            ",,"
VR-only physics-based combat game. Use stealth and creativity or brute force or take on your foes in a vast physics based sandbox. Battle both humans and demons while exploring a large ...                See full summary »
","
    Director:
Justin Rosete
                 | 
    Star:
Mazin Zien
    ",
AWK - Adventures of Walker King,708.,(2022 Video Game),,"
Adventure            ",,"
AWK follows the journey of a young DJ who returns home from boarding school to figure out his path in life.","
    Director:
Ruben Fernandez
                 | 
    Stars:
Dawson Bowie, 
Alistair Cooke, 
Aidan Walsh, 
Alli Albrecht
    ",
Cross Summoner: R,709.,(2022 Video Game),,"
Adventure            ",,"
After a final showdown with the Black Iron Mage, the human world and the various realms finally welcomed a brief time of peace. Little was it known, however, that beneath this peace, darkness had already begun seeping in.","
            
    Stars:
Reece Bridger, 
Matthew Curtis, 
Ivy Dupler, 
Cole Feuchter
    ",
D*Fuzed,710.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    ",
Ultra Age,711.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
            
    Star:
Michael Schwalbe
    ",
Taiikukan no tenjou ni hasamatta matcho o tasukeru gêmu,712.,(2022 Video Game),,"
Comedy            ",,"
        Add a Plot
","
    ",
Doomed to Hell,713.,(2022 Video Game),,"
Action, Fantasy            ",,"
        Add a Plot
","
    ",
The Last Ride,714.,(2022 Video Game),,"
Animation, Music            ",,"
        Add a Plot
","
    ",
Outfox Luck of the Cards,715.,(2022 Video Game),,"
Action            ",,"
OUTFOX stars Keitaro Meishu, a down on his luck police officer who receives a strange invitation to a new history museum. It turns out to be a trap, and now he and thirteen others are locked inside with no way out.","
    Director:
CheezyCruckles
                 | 
    Stars:
Nasim Benelkour, 
CheezyCruckles, 
Tristan Jimenez, 
JoceyVA
    ",
Human Apocalypse,716.,(2022 Video Game),,"
Drama            ",,"
        Add a Plot
","
            
    Stars:
Allen Chan, 
Nick Chang, 
Rebekah Amber Clark, 
Ty Coker
    ",
Sasquatchers,717.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
Chuck Jordan
    ",
Leon's Breakfast Diner,718.,(2022 Video Game),,"
Horror            ",,"
Vanessa gets a job managing a local diner. What starts as a normal job quickly becomes anything but once the animatronics start coming to life.","
    Director:
M.M. Walker
                 | 
    Stars:
Ross K. Foad, 
Kamski Sketchi, 
M.M. Walker
    ",
C.U.P.I.D,719.,(2022 Video Game),,"
Comedy            ",,"
        Add a Plot
","
    Director:
Dewi Nurfitri
                 | 
    Star:
Sayaka Mashiro
    ",
Penrose Station,720.,(2022 Video Game),,"
Sci-Fi            ",,"
Penrose Station is a single-player, narratively-driven VR mystery (with light puzzle-solving) set in a science fiction future. The story revolves around a love triangle between two humans ...                See full summary »
","
    Director:
Kathryn Yu
                 | 
    Stars:
Ashely Biski, 
Mikki Hernandez, 
Ursula Marcum, 
Sakura Nakahara
    ",
Quantaar,721.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Peter Liao
    ",
Famous Sliding Puzzle: Animals,722.,(2022 Video Game),,"
Family            ",,"
A memento from the past. One of the most classical puzzle games of all time is brought and served. Different sets of themes and photos are available. If you love animals, this theme selection is the one for you.","
    Director:
Safak Yalcinkaya
    ",
Átutazó Fellegek,723.,(2022 Video Game),,"
Drama            ",,"
        Add a Plot
","
    Director:
Benedek Vida
                 | 
    Stars:
Nagy Júlia, 
Márton Kerekes, 
Domonkos Éva Lili, 
Katica Nagy
    ",
Famous Sliding Puzzle: Nature,724.,(2022 Video Game),,"
Family            ",,"
A memento from the past. One of the most classical puzzle games of all time is brought and served. Different sets of themes and photos are available. If you love nature, this theme selection is the one for you","
    Director:
Safak Yalcinkaya
    ",
Obserword,725.,(2022 Video Game),,"
Family            ",,"
Introducing Obserword a search for knowledge. Race against time or test yourself on different sets of categories. Designed like a boggle puzzle however the specific word should be spotted.","
    Director:
Safak Yalcinkaya
    ",
Pepo,726.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Star:
Jacob Barrens
    ",
Sam Gets A Gun 3D,727.,(2022 Video Game),E10+,"
Action, Adventure, Thriller            ",,"
        Add a Plot
","
    Director:
ItsSupa
    ",
Aegis Crusade of the Void,728.,(2022 Video Game),,"
Action            ",,"
It is said that many tried to reach the end but haven't found the courage and skill to finish the void. If you have what it takes to be a spaceman and a warrior, your spacecraft awaits. End the space war and bring peace to the universe.","
    Director:
Safak Yalcinkaya
    ",
Liv,729.,(2022 Video Game),,"
Crime, Drama, Mystery            ",,"
When the influencer Livia disappears in violent circumstances, her video maker has to prove his innocence through the filming of the last few months. Her life seemed to have no secrets, and everyone knows his own truth.","
    Director:
Mattia D. Rossetti
                 | 
    Stars:
Fabrizio Cimadoro, 
Simone Famiglietti, 
Isabella Giampaolo, 
Veronica Pizzi
    ",
Dark Bind,730.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Flippr,731.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Kharon's Crypt,732.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    Director:
Hebi Lee
    ",
Minecraft x PUMA DLC,733.,(2022 Video Game),,"
Adventure            ",,"
Strap on your brand new shoes and get ready to race on Minecraft X Puma: Sprint Dash. Explore 3 interactive maps as you become the fastest player in the game. Collect items and gather ...                See full summary »
","
    Director:
Alex Bellavita
    ",
Gibbon: Beyond the Trees,734.,(2022 Video Game),,"
Action, Adventure            ",,"
Master the ape's art of brachiation (swinging from branch to branch) at high speed, building momentum, pulling off spectacular somersaults, and launching yourself higher and further into ...                See full summary »
","
    Directors:
Felix Bohatsch, 
Clemens Scott
    ",
David Guetta DJ Party on Roblox,735.,(2022 Video Game),,"
Music            ",,"
        Add a Plot
","
            
    Star:
David Guetta
    ",
Sky Labyrinth,736.,(2022 Video Game),,"
Family            ",,"
A sky filled with layers of mazes for those who enjoy solving labyrinths. Wonder around and find the escape and relief it brings to defeat a level. Designed specifically for challengers who would enjoy a great piece of puzzle.","
    Director:
Safak Yalcinkaya
    ",
Famous Sliding Puzzle: Pets,737.,(2022 Video Game),,"
Family            ",,"
A memento from the past. One of the most classical puzzle games of all time is brought and served. Different sets of themes and photos are available. If you love pets, this theme selection is the one for you.","
    Director:
Safak Yalcinkaya
    ",
Astro XP,738.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
ER Alviz
    ",
Indy Pro '22: Rebuilding the Territories,739.,(2022 Video Game),,"
Sport            ",,"
        Add a Plot
","
    Director:
James West
                 | 
    Stars:
Levi Ash, 
Brandan Bulmer, 
Michael Kevin Lovett, 
Walker Stewart
    ",
The Wayward Realms,740.,(2022 Video Game),,"
Animation            ",,"
        Add a Plot
","
            
    Star:
Steve Stanley
    ",
Heroes of Mythic Might,741.,(2022 Video Game),,"
Adventure            ",,"
Transport to a fantasy world based on Eastern myths and legends. Become a seeker of immortality who encounters mysterious heroes, collects an entourage of travel companions, and forges divine weapons to tame spirits and cast down demons.","
            
    Stars:
Reece Bridger, 
Justin Cabanting, 
Cole Feuchter, 
Tamara Fritz
    ",
Ramen or Jail,742.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Pata tha tera song,743.,(2022 Video Game),,"
Music            ",,"
        Add a Plot
","
    Director:
Salveshekhar
    ",
MUTE,744.,(2022 Video Game),,"
Music            ",,"
        Add a Plot
","
    Director:
Daniel Medrano
    ",
The Lost Pirate,745.,(2022 Video Game),,"
Action            ",,"
Blimey. Your crew betrayed you and started a mutiny. Now you are marooned. You have to find your way out of the island and take your ship back before Davy Jones' locker get to ye.","
    Director:
Safak Yalcinkaya
    ",
Rogue Tower,746.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Leandro Consumi
    ",
Frightence,747.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    Director:
Baris Tarimcioglu
    ",
The Psycho,748.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Pixel Guild - Loot Legends,749.,(2022 Video Game),,"
Fantasy            ",,"
Solana's First P2E Action Platformer. Immerse yourself in a brand new Web 3 gaming experience with Heroes, Spells and Monsters accompanied by fantastic game play and a mystical soundtrack.","
    ",
Infinity,750.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
RPG Time: The Legend of Wright,751.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Target 4 Player vs Player,752.,(2022 Video Game),,"
Family            ",,"
At times the world seperates us from each other, instead of playing against a computer we have prepared a classic board game where you can play with your friends side by side.","
    Director:
Safak Yalcinkaya
    ",
The Unknowns: Strange Fish from Familiar Waters,753.,(2022 Video Game),,"
Horror            ",,"
Five friends go camping by a lake in the woods. Get to know them better before it's too late.","
    Director:
Leon Artmann
                 | 
    Stars:
Jett Barker, 
David Oliveira Franklin, 
Walter Mack, 
Meredith Nudo
    ",
Jangarian monogatari,754.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Tematris,755.,(2022 Video Game),,"
Family            ",,"
To those who think tetris is an easy game, enter the world of a 3 dimensional tetris. Tread lightly as this game is not for everyone. If you wish to see the truth enter the tematris. The problem is choice, as always.","
    Director:
Safak Yalcinkaya
    ",
Battle Cry of Freedom,756.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
            
    Stars:
Simon Christian, 
Fergus O'Connell, 
Krystal Romero
    ",
Turbo Drive,757.,(2022 Video Game),,"
Action            ",,"
If you want to make it as a racer, all you have to do is practice at the tracks of Turbo Drive. Choose your car and start cruising around 16 levels of adventure.","
    Director:
Safak Yalcinkaya
    ",
Psychedelik,758.,(2022 Video Game),,"
Action            ",,"
A journey for those who like colorful splashes of design and new experiences. A challenge and a feast for your eyes. The colorful tunnel will bring delusions for those who can play at high speeds.","
    Director:
Safak Yalcinkaya
    ",
The Machine,759.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Last Christmas,760.,(2022 Video Game),,"
Thriller            ",,"
You Play as Frankie, who is at the family cabin trying to prepare a perfect Christmas for himself and his girlfriend Betty. But things aren't as they seem.","
    Director:
Kevin Wickenden
                 | 
    Star:
Paul Thomas
    ",
Shadetris,761.,(2022 Video Game),,"
Family            ",,"
A great historical design of code and the world's most popular addictive game brought with a different perspective.","
    Director:
Safak Yalcinkaya
    ",
Pagan: Control,762.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    ",
"I, W.O.M.A.N.",763.,(2022 Video Game),,"
Sci-Fi            ",,"
Battle dangerous robots that have been taken over by a malicious alien program, in this video game for PC.","
    Director:
David Tveraas
                 | 
    Star:
Aurora Hampton
    ",
Tsuri supirittsu: Tsutteasoberu suizokukan,764.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Mythic Meetup,765.,(2022 Video Game),,"
Fantasy, Romance            ",,"
An unsuspecting human in search of a little more spice to their life, followed a mysterious email link to a server of real life mythical creatures? Well, this wasn't quite the dating pool they had in mind.","
            
    Stars:
Vera Tan, 
Melissa White, 
Noah Belachew, 
Scott Sherman
    ",
Sengoku Dynasty,766.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
